pack_id,year,make,model,trim,source_tier,retry_reason,has_pdf,manifest_dual_extract_agree
"volvo-xc40-2025-b5-plus","2025","Volvo","XC40","B5 Plus","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2025-recharge","2025","Volvo","XC40","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2025-recharge-pure-electric-electric","2025","Volvo","XC40","Recharge Pure Electric","B","no_manifest","no",""
"volvo-xc40-2024-b5-core","2024","Volvo","XC40","B5 Core","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2024-b5-plus","2024","Volvo","XC40","B5 Plus","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2024-recharge","2024","Volvo","XC40","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2023-b5-core","2023","Volvo","XC40","B5 Core","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2023-b5-plus","2023","Volvo","XC40","B5 Plus","B","no_manifest","no",""
"volvo-xc40-2023-recharge","2023","Volvo","XC40","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2022-b5-core","2022","Volvo","XC40","B5 Core","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2022-b5-plus","2022","Volvo","XC40","B5 Plus","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2022-recharge","2022","Volvo","XC40","Recharge","B","no_manifest","no",""
"volvo-xc40-2021-b5-core","2021","Volvo","XC40","B5 Core","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2021-b5-plus","2021","Volvo","XC40","B5 Plus","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2021-recharge","2021","Volvo","XC40","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2020-b5-core","2020","Volvo","XC40","B5 Core","B","no_manifest","no",""
"volvo-xc40-2020-b5-plus","2020","Volvo","XC40","B5 Plus","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2020-recharge","2020","Volvo","XC40","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2020-recharge-pure-electric-electric","2020","Volvo","XC40","Recharge Pure Electric","B","no_manifest","no",""
"volvo-xc40-2019-b5-core","2019","Volvo","XC40","B5 Core","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2019-b5-plus","2019","Volvo","XC40","B5 Plus","B","dual_extract_mismatch","yes","no"
"volvo-xc40-2019-recharge","2019","Volvo","XC40","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2025-b5-core","2025","Volvo","XC60","B5 Core","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2025-b5-plus","2025","Volvo","XC60","B5 Plus","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2025-recharge","2025","Volvo","XC60","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2024-b5-core","2024","Volvo","XC60","B5 Core","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2024-b5-plus","2024","Volvo","XC60","B5 Plus","B","no_manifest","no",""
"volvo-xc60-2024-recharge","2024","Volvo","XC60","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2023-b5-core","2023","Volvo","XC60","B5 Core","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2023-b5-plus","2023","Volvo","XC60","B5 Plus","B","no_manifest","no",""
"volvo-xc60-2023-recharge","2023","Volvo","XC60","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2022-b5-core","2022","Volvo","XC60","B5 Core","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2022-b5-plus","2022","Volvo","XC60","B5 Plus","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2022-recharge","2022","Volvo","XC60","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2021-b5-core","2021","Volvo","XC60","B5 Core","B","no_manifest","no",""
"volvo-xc60-2021-b5-plus","2021","Volvo","XC60","B5 Plus","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2021-recharge","2021","Volvo","XC60","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2020-b5-core","2020","Volvo","XC60","B5 Core","B","no_manifest","no",""
"volvo-xc60-2020-b5-plus","2020","Volvo","XC60","B5 Plus","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2020-recharge","2020","Volvo","XC60","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2019-b5-core","2019","Volvo","XC60","B5 Core","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2019-b5-plus","2019","Volvo","XC60","B5 Plus","B","dual_extract_mismatch","yes","no"
"subaru-outback-2024-base","2024","Subaru","Outback","Base","C","dual_extract_mismatch","yes","no"
"subaru-outback-2024-limited","2024","Subaru","Outback","Limited","C","dual_extract_mismatch","yes","no"
"subaru-outback-2023-base","2023","Subaru","Outback","Base","B","dual_extract_mismatch","yes","no"
"subaru-outback-2023-premium","2023","Subaru","Outback","Premium","B","dual_extract_mismatch","yes","no"
"subaru-outback-2023-limited","2023","Subaru","Outback","Limited","B","dual_extract_mismatch","yes","no"
"subaru-outback-2022-base","2022","Subaru","Outback","Base","C","dual_extract_mismatch","yes","no"
"subaru-outback-2022-premium","2022","Subaru","Outback","Premium","C","dual_extract_mismatch","yes","no"
"subaru-outback-2022-limited","2022","Subaru","Outback","Limited","C","dual_extract_mismatch","yes","no"
"subaru-forester-2024-base","2024","Subaru","Forester","Base","C","dual_extract_mismatch","yes","no"
"subaru-forester-2024-limited","2024","Subaru","Forester","Limited","C","dual_extract_mismatch","yes","no"
"subaru-forester-2023-base","2023","Subaru","Forester","Base","B","dual_extract_mismatch","yes","no"
"subaru-forester-2023-premium","2023","Subaru","Forester","Premium","B","dual_extract_mismatch","yes","no"
"subaru-forester-2023-limited","2023","Subaru","Forester","Limited","B","dual_extract_mismatch","yes","no"
"subaru-forester-2022-base","2022","Subaru","Forester","Base","C","dual_extract_mismatch","yes","no"
"subaru-forester-2022-premium","2022","Subaru","Forester","Premium","C","dual_extract_mismatch","yes","no"
"subaru-forester-2022-limited","2022","Subaru","Forester","Limited","C","dual_extract_mismatch","yes","no"
"subaru-crosstrek-2024-base","2024","Subaru","Crosstrek","Base","C","dual_extract_mismatch","yes","no"
"subaru-crosstrek-2024-limited","2024","Subaru","Crosstrek","Limited","C","dual_extract_mismatch","yes","no"
"subaru-crosstrek-2023-base","2023","Subaru","Crosstrek","Base","B","dual_extract_mismatch","yes","no"
"subaru-crosstrek-2023-premium","2023","Subaru","Crosstrek","Premium","B","dual_extract_mismatch","yes","no"
"subaru-crosstrek-2023-limited","2023","Subaru","Crosstrek","Limited","B","dual_extract_mismatch","yes","no"
"subaru-crosstrek-2022-base","2022","Subaru","Crosstrek","Base","C","dual_extract_mismatch","yes","no"
"subaru-crosstrek-2022-premium","2022","Subaru","Crosstrek","Premium","C","dual_extract_mismatch","yes","no"
"subaru-crosstrek-2022-limited","2022","Subaru","Crosstrek","Limited","C","dual_extract_mismatch","yes","no"
"toyota-prius-2023-le-hybrid","2023","Toyota","Prius","LE","B","dual_extract_mismatch","yes","no"
"toyota-prius-2023-xle-hybrid","2023","Toyota","Prius","XLE","B","dual_extract_mismatch","yes","no"
"toyota-prius-2023-limited-hybrid","2023","Toyota","Prius","Limited","B","dual_extract_mismatch","yes","no"
"subaru-impreza-2024-premium","2024","Subaru","Impreza","Premium","C","dual_extract_mismatch","yes","no"
"subaru-impreza-2024-sport","2024","Subaru","Impreza","Sport","C","dual_extract_mismatch","yes","no"
"subaru-impreza-2023-base","2023","Subaru","Impreza","Base","B","dual_extract_mismatch","yes","no"
"subaru-impreza-2023-premium","2023","Subaru","Impreza","Premium","B","dual_extract_mismatch","yes","no"
"subaru-impreza-2023-sport","2023","Subaru","Impreza","Sport","B","dual_extract_mismatch","yes","no"
"subaru-impreza-2022-base","2022","Subaru","Impreza","Base","C","dual_extract_mismatch","yes","no"
"subaru-impreza-2022-premium","2022","Subaru","Impreza","Premium","C","dual_extract_mismatch","yes","no"
"subaru-impreza-2022-sport","2022","Subaru","Impreza","Sport","C","dual_extract_mismatch","yes","no"
"toyota-venza-2021-xle-hybrid","2021","Toyota","Venza","XLE","B","no_manifest","no",""
"mini-cooper-2025-classic","2025","MINI","Cooper","Classic","B","dual_extract_mismatch","yes","no"
"mini-cooper-2025-s","2025","MINI","Cooper","S","B","dual_extract_mismatch","yes","no"
"mini-cooper-2025-jcw","2025","MINI","Cooper","JCW","B","dual_extract_mismatch","yes","no"
"mini-cooper-2024-classic","2024","MINI","Cooper","Classic","B","dual_extract_mismatch","yes","no"
"mini-cooper-2024-s","2024","MINI","Cooper","S","B","dual_extract_mismatch","yes","no"
"mini-cooper-2024-jcw","2024","MINI","Cooper","JCW","B","dual_extract_mismatch","yes","no"
"mini-cooper-2023-classic","2023","MINI","Cooper","Classic","B","dual_extract_mismatch","yes","no"
"mini-cooper-2023-s","2023","MINI","Cooper","S","B","dual_extract_mismatch","yes","no"
"mini-cooper-2023-jcw","2023","MINI","Cooper","JCW","B","dual_extract_mismatch","yes","no"
"mini-cooper-2022-classic","2022","MINI","Cooper","Classic","B","dual_extract_mismatch","yes","no"
"mini-cooper-2022-s","2022","MINI","Cooper","S","B","dual_extract_mismatch","yes","no"
"mini-cooper-2022-jcw","2022","MINI","Cooper","JCW","B","dual_extract_mismatch","yes","no"
"mini-cooper-2021-classic","2021","MINI","Cooper","Classic","B","dual_extract_mismatch","yes","no"
"mini-cooper-2021-s","2021","MINI","Cooper","S","B","dual_extract_mismatch","yes","no"
"mini-cooper-2021-jcw","2021","MINI","Cooper","JCW","B","dual_extract_mismatch","yes","no"
"mini-cooper-2020-classic","2020","MINI","Cooper","Classic","B","dual_extract_mismatch","yes","no"
"mini-cooper-2020-s","2020","MINI","Cooper","S","B","dual_extract_mismatch","yes","no"
"mini-cooper-2020-jcw","2020","MINI","Cooper","JCW","B","dual_extract_mismatch","yes","no"
"mini-countryman-2025-classic","2025","MINI","Countryman","Classic","B","dual_extract_mismatch","yes","no"
"mini-countryman-2025-s","2025","MINI","Countryman","S","B","dual_extract_mismatch","yes","no"
"mini-countryman-2025-jcw","2025","MINI","Countryman","JCW","B","dual_extract_mismatch","yes","no"
"mini-countryman-2024-classic","2024","MINI","Countryman","Classic","B","dual_extract_mismatch","yes","no"
"mini-countryman-2024-s","2024","MINI","Countryman","S","B","dual_extract_mismatch","yes","no"
"mini-countryman-2024-jcw","2024","MINI","Countryman","JCW","B","dual_extract_mismatch","yes","no"
"mini-countryman-2023-classic","2023","MINI","Countryman","Classic","B","dual_extract_mismatch","yes","no"
"mini-countryman-2023-s","2023","MINI","Countryman","S","B","dual_extract_mismatch","yes","no"
"mini-countryman-2023-jcw","2023","MINI","Countryman","JCW","B","dual_extract_mismatch","yes","no"
"mini-countryman-2022-classic","2022","MINI","Countryman","Classic","B","dual_extract_mismatch","yes","no"
"mini-countryman-2022-s","2022","MINI","Countryman","S","B","dual_extract_mismatch","yes","no"
"mini-countryman-2022-jcw","2022","MINI","Countryman","JCW","B","dual_extract_mismatch","yes","no"
"mini-countryman-2021-classic","2021","MINI","Countryman","Classic","B","dual_extract_mismatch","yes","no"
"mini-countryman-2021-s","2021","MINI","Countryman","S","B","dual_extract_mismatch","yes","no"
"mini-countryman-2021-jcw","2021","MINI","Countryman","JCW","B","dual_extract_mismatch","yes","no"
"mini-countryman-2020-classic","2020","MINI","Countryman","Classic","B","dual_extract_mismatch","yes","no"
"mini-countryman-2020-s","2020","MINI","Countryman","S","B","dual_extract_mismatch","yes","no"
"mini-countryman-2020-jcw","2020","MINI","Countryman","JCW","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2019-recharge","2019","Volvo","XC60","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2018-b5-core","2018","Volvo","XC60","B5 Core","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2018-b5-plus","2018","Volvo","XC60","B5 Plus","B","dual_extract_mismatch","yes","no"
"volvo-xc60-2018-recharge","2018","Volvo","XC60","Recharge","B","dual_extract_mismatch","yes","no"
"volvo-xc90-2025-b5-core","2025","Volvo","XC90","B5 Core","B","dual_extract_mismatch","yes","no"
"volvo-xc90-2025-b6-plus","2025","Volvo","XC90","B6 Plus","B","dual_extract_mismatch","yes","no"
